memberID,Date,itemName,quantity,price
4406,01-02-2015,whole milk,16,9433
4277,09-08-2015,root vegetables,17,5603
2500,06-12-2015,fruit/vegetable juice,5,3427
4704,19-08-2015,whole milk,16,8041
4470,23-12-2015,whipped/sour cream,5,9014
4747,24-08-2015,baking powder,25,3757
2550,20-04-2015,red/blush wine,21,5437
4783,10-10-2015,curd,28,4784
2117,07-11-2015,pastry,29,8267
4510,03-09-2015,sliced cheese,7,5357
4258,11-12-2015,salty snack,19,4583
3535,18-01-2015,pastry,20,9676
3095,16-08-2015,specialty bar,6,3001
4625,07-04-2015,pasta,9,3328
2014,23-06-2015,yogurt,30,1672
1677,09-12-2015,pip fruit,17,4666
4743,04-07-2015,domestic eggs,1,9120
4212,31-03-2015,other vegetables,5,9359
1087,14-08-2015,pot plants,9,2445
3682,12-10-2015,bottled water,30,7296
2406,10-03-2015,rolls/buns,5,5644
3915,21-01-2015,hard cheese,3,9365
1901,04-05-2015,butter,20,2102
4992,23-05-2015,napkins,3,3710
4308,07-04-2015,soda,24,1583
1566,05-06-2015,whole milk,18,4265
2839,31-10-2015,whole milk,26,5407
4666,19-10-2015,butter milk,19,1673
2325,16-04-2015,soda,7,7557
4238,08-03-2015,pip fruit,22,6838
1983,20-05-2015,white wine,23,8665
4798,21-11-2015,shopping bags,1,7800
3703,16-06-2015,soda,11,9729
1456,19-07-2015,whole milk,22,5226
3309,02-09-2015,misc. beverages,4,5504
1983,09-08-2015,pastry,9,7541
2676,07-04-2015,newspapers,25,8751
1017,30-09-2015,dessert,3,8582
3793,07-08-2015,whole milk,29,2727
1609,03-05-2015,napkins,7,6709
3459,23-01-2015,tropical fruit,26,4206
1192,09-01-2015,seasonal products,9,3532
3044,05-01-2015,bottled water,29,9293
3661,27-11-2015,misc. beverages,24,7039
1188,09-01-2015,rolls/buns,17,2329
1865,02-08-2015,pip fruit,4,8517
1692,28-06-2015,soda,19,7503
3577,12-05-2015,rolls/buns,11,4921
4951,13-03-2015,tropical fruit,18,4741
1714,02-08-2015,rolls/buns,30,5600
1610,26-05-2015,root vegetables,12,5400
4652,08-04-2015,zwieback,14,8085
4020,11-04-2015,bottled beer,27,8404
2633,27-11-2015,newspapers,27,5169
4305,24-07-2015,coffee,12,3553
2416,15-02-2015,yogurt,27,8043
3124,09-04-2015,whole milk,17,6062
1422,31-05-2015,processed cheese,8,4878
2101,07-01-2015,domestic eggs,30,5996
2876,30-10-2015,pip fruit,24,5155
2684,11-01-2015,rolls/buns,18,9105
2377,16-04-2015,butter,30,1897
2394,17-02-2015,curd,1,9929
4320,13-01-2015,popcorn,30,5616
1009,05-10-2015,yogurt,20,8488
1460,13-01-2015,other vegetables,9,2403
1821,20-04-2015,frozen vegetables,15,4013
3182,15-10-2015,zwieback,12,7613
1526,26-11-2015,whole milk,13,3185
2070,16-07-2015,oil,28,2846
2534,18-05-2015,soda,19,8102
3794,28-04-2015,bottled water,4,1767
1405,28-02-2015,whole milk,23,2975
4544,07-01-2015,whole milk,13,6811
2494,10-06-2015,margarine,29,4620
3322,02-02-2015,ice cream,15,5312
3655,16-02-2015,butter,12,9883
2918,08-04-2015,other vegetables,19,8777
2584,31-03-2015,whole milk,5,8493
2212,16-04-2015,pastry,22,2736
3176,01-08-2015,dish cleaner,21,9089
4564,13-06-2015,pip fruit,27,6302
4556,17-08-2015,butter milk,5,2527
4573,10-10-2015,whole milk,16,6855
2781,10-04-2015,cream cheese,1,6762
3316,03-01-2015,whole milk,1,2045
1827,02-05-2015,whipped/sour cream,6,9001
4889,03-02-2015,domestic eggs,7,8484
3548,01-06-2015,rolls/buns,6,2952
2736,17-07-2015,beef,27,9124
4927,19-10-2015,soda,28,8378
3214,22-12-2015,root vegetables,30,7494
3275,18-06-2015,other vegetables,6,9452
2909,08-05-2015,coffee,13,5653
4226,06-12-2015,domestic eggs,25,5079
1622,11-03-2015,rolls/buns,14,6670
1395,12-10-2015,newspapers,27,7893
2938,06-06-2015,pasta,7,4793
3674,13-08-2015,yogurt,20,8551
2063,08-11-2015,sliced cheese,12,9299
4214,07-10-2015,citrus fruit,12,1771
3042,16-01-2015,frozen potato products,23,5851
3877,17-09-2015,soda,28,9026
2168,25-11-2015,rolls/buns,6,3445
1503,12-05-2015,whipped/sour cream,26,2087
2769,23-04-2015,frozen dessert,15,6398
4933,27-02-2015,pot plants,4,8381
3082,22-05-2015,whole milk,21,5829
1422,01-01-2015,turkey,23,4888
3139,26-02-2015,frozen vegetables,22,5996
2200,08-03-2015,citrus fruit,1,4271
4670,31-08-2015,root vegetables,27,8600
2053,21-09-2015,yogurt,26,5163
4847,03-02-2015,sliced cheese,27,4933
1185,24-08-2015,specialty bar,14,4882
4656,25-12-2015,root vegetables,29,7193
2741,11-09-2015,yogurt,28,6758
2654,17-08-2015,curd,10,5399
2010,19-12-2015,root vegetables,4,9099
2586,10-07-2015,tropical fruit,5,5268
3511,15-11-2015,other vegetables,23,2332
4700,06-06-2015,dessert,8,8768
2235,20-01-2015,whole milk,19,9204
2557,23-10-2015,long life bakery product,2,4963
3462,16-02-2015,soda,24,2245
1356,02-04-2015,semi-finished bread,16,5081
1477,20-11-2015,pot plants,12,9805
3094,13-06-2015,meat,17,4477
3981,25-12-2015,spread cheese,26,4247
1340,23-01-2015,whole milk,19,3450
4015,10-01-2015,whole milk,10,3184
1719,10-09-2015,whole milk,14,8098
1542,15-05-2015,whole milk,22,5419
1357,10-04-2015,brown bread,25,8466
4003,21-11-2015,root vegetables,3,1507
4224,06-12-2015,pastry,20,6491
1292,05-07-2015,whole milk,7,7396
4018,28-04-2015,whole milk,12,9194
2721,15-07-2015,butter,18,5470
4016,21-04-2015,yogurt,18,2588
3654,16-12-2015,bottled water,11,8171
3745,26-08-2015,chocolate,30,4145
2851,16-09-2015,napkins,8,2856
1474,29-07-2015,Instant food products,14,7485
3623,05-02-2015,brown bread,11,4505
1647,20-12-2015,specialty cheese,11,7494
1312,09-02-2015,other vegetables,22,8304
1218,13-06-2015,fruit/vegetable juice,5,4215
4745,24-12-2015,shopping bags,23,5906
4994,08-02-2015,fruit/vegetable juice,14,5008
1465,09-11-2015,curd,12,6584
2380,07-01-2015,bottled beer,20,5248
1150,25-05-2015,sugar,16,9498
4371,21-06-2015,bottled beer,22,3492
4668,01-02-2015,frozen vegetables,10,7220
2167,29-05-2015,specialty chocolate,18,1897
3534,09-03-2015,yogurt,4,9204
3399,12-07-2015,other vegetables,24,7621
1144,13-08-2015,fish,27,8426
2136,10-02-2015,whole milk,12,2220
1888,10-04-2015,whole milk,17,4220
4990,14-12-2015,specialty chocolate,23,8262
1731,20-11-2015,waffles,23,7989
4632,04-10-2015,soda,19,7766
3035,29-11-2015,bottled beer,9,4937
4376,22-07-2015,soda,21,9898
3760,04-06-2015,soda,15,4090
1135,24-02-2015,butter,8,6281
3132,12-08-2015,soda,17,5253
1252,11-03-2015,pastry,12,7886
3698,24-08-2015,whole milk,29,7799
1442,25-07-2015,onions,3,7196
1160,24-01-2015,frozen meals,25,2510
1451,27-01-2015,fruit/vegetable juice,28,6191
2785,01-02-2015,beef,3,7548
3159,31-01-2015,white bread,27,6366
3205,17-01-2015,pip fruit,30,9257
2703,27-03-2015,bottled water,2,5271
1115,22-01-2015,yogurt,15,9266
2632,24-05-2015,whipped/sour cream,29,3664
2729,23-07-2015,cream cheese,16,5457
4334,10-11-2015,fruit/vegetable juice,13,8605
1009,23-09-2015,ketchup,1,1578
3098,04-09-2015,bottled water,20,4071
1489,07-03-2015,dessert,14,2420
4240,04-12-2015,other vegetables,7,1797
1096,28-07-2015,fruit/vegetable juice,23,9022
3120,14-11-2015,other vegetables,10,6941
1608,13-11-2015,citrus fruit,17,5790
2298,16-08-2015,fruit/vegetable juice,19,9408
4646,31-07-2015,bottled water,29,5600
3782,03-02-2015,oil,13,6079
2448,29-12-2015,pastry,12,9217
4999,16-05-2015,whipped/sour cream,13,9006
1233,13-08-2015,other vegetables,25,6705
1335,13-09-2015,waffles,12,2218
1889,28-08-2015,chicken,16,7113
3815,15-09-2015,whole milk,10,5579
3976,20-09-2015,bottled water,20,5955
3051,23-01-2015,onions,16,3309
2630,15-02-2015,fruit/vegetable juice,2,4776
4182,18-06-2015,specialty bar,25,4169
1524,05-03-2015,soda,9,5863
2165,06-09-2015,yogurt,23,7933
3710,15-07-2015,yogurt,3,8125
1859,12-04-2015,beef,29,4647
1682,01-11-2015,seasonal products,4,5943
3682,02-01-2015,shopping bags,22,7370
1866,13-07-2015,pastry,20,1836
1764,15-11-2015,soda,23,9208
2016,15-08-2015,berries,15,5846
3758,06-03-2015,yogurt,28,9139
1380,09-04-2015,long life bakery product,8,7782
3063,28-10-2015,whipped/sour cream,30,9577
4782,16-08-2015,domestic eggs,15,4511
3677,21-04-2015,pet care,14,4482
2315,15-09-2015,shopping bags,28,4843
3548,11-06-2015,spread cheese,14,7032
3198,08-05-2015,white bread,30,2927
1436,01-03-2015,chocolate marshmallow,14,5936
4874,23-12-2015,dessert,7,1999
4002,28-08-2015,whole milk,2,8126
2911,14-07-2015,other vegetables,6,3651
1611,04-04-2015,other vegetables,2,3695
2561,19-08-2015,white wine,21,1875
2343,30-05-2015,beverages,17,6540
1021,07-11-2015,baking powder,24,4019
3484,15-05-2015,white bread,14,2072
4378,04-05-2015,rolls/buns,5,3404
1751,25-03-2015,pip fruit,11,2683
1730,24-01-2015,whole milk,27,2164
4669,25-06-2015,whipped/sour cream,3,9804
1184,16-06-2015,sweet spreads,25,5756
4793,04-11-2015,soda,2,8587
4600,12-02-2015,baking powder,20,7434
3966,11-01-2015,whole milk,29,7453
3017,22-09-2015,soft cheese,1,7266
1834,22-11-2015,canned fish,9,8244
4508,15-06-2015,candy,15,3583
2879,26-05-2015,newspapers,22,8546
4643,12-03-2015,coffee,21,4754
3757,03-02-2015,brown bread,20,9902
1486,20-08-2015,dish cleaner,18,9320
3018,18-01-2015,soda,21,2940
3600,17-08-2015,other vegetables,16,7380
1239,24-01-2015,whole milk,24,7791
1315,07-11-2015,chocolate,30,8669
1654,28-09-2015,rolls/buns,8,2752
3551,24-07-2015,pastry,14,8485
2861,02-12-2015,whole milk,19,5547
1170,09-10-2015,whipped/sour cream,14,2986
1351,26-02-2015,other vegetables,17,4926
2645,27-06-2015,rolls/buns,8,6276
4202,02-05-2015,other vegetables,3,9499
2653,02-03-2015,other vegetables,3,7531
3961,05-03-2015,finished products,16,4250
2441,31-05-2015,yogurt,9,2682
3637,22-12-2015,soft cheese,30,3611
2329,15-07-2015,whipped/sour cream,26,8477
3858,27-03-2015,soda,25,3807
4294,02-03-2015,bottled beer,17,8764
4765,01-07-2015,curd,19,3761
4017,11-10-2015,yogurt,24,5524
4855,01-05-2015,sweet spreads,21,7465
2673,10-12-2015,canned beer,13,2680
3352,02-07-2015,rolls/buns,14,8494
1391,21-08-2015,yogurt,20,1865
4352,29-12-2015,other vegetables,3,3097
1298,27-07-2015,Instant food products,14,6956
1618,02-08-2015,whole milk,17,2721
2433,21-06-2015,other vegetables,10,8720
4992,01-03-2015,pip fruit,13,6764
3515,21-04-2015,root vegetables,2,6536
1786,10-02-2015,citrus fruit,26,7734
3844,27-06-2015,other vegetables,12,6883
3914,08-01-2015,cake bar,22,5550
4859,10-05-2015,soda,6,9521
2747,30-08-2015,curd,8,7048
4172,08-10-2015,soda,19,7368
1796,15-08-2015,other vegetables,29,2730
2524,05-12-2015,other vegetables,29,7888
3523,01-04-2015,chocolate,29,7979
3761,30-03-2015,other vegetables,2,1598
1830,16-01-2015,other vegetables,10,7288
4144,01-04-2015,whole milk,13,8557
3803,27-01-2015,tropical fruit,1,1888
4503,22-03-2015,pip fruit,8,6389
2055,02-05-2015,beverages,4,4181
3634,10-12-2015,frozen vegetables,20,9721
4503,09-08-2015,bottled water,20,6293
3756,02-12-2015,pip fruit,11,9014
3071,13-06-2015,frozen meals,3,3556
3168,16-12-2015,ice cream,24,9089
2301,24-12-2015,bottled water,23,9507
1270,25-04-2015,napkins,10,9565
3999,15-11-2015,domestic eggs,20,9338
1603,13-07-2015,whole milk,16,7884
3089,16-02-2015,citrus fruit,30,6155
4671,30-05-2015,newspapers,4,3046
2985,29-05-2015,whole milk,11,3341
3318,21-07-2015,curd,9,1837
3954,10-02-2015,onions,29,7252
1048,18-10-2015,tropical fruit,21,2209
3586,24-05-2015,waffles,28,2734
4431,16-11-2015,pastry,27,8788
3977,16-04-2015,yogurt,28,2610
1799,13-06-2015,canned fish,25,3002
2609,26-08-2015,coffee,3,9729
4187,10-04-2015,specialty cheese,10,8497
3140,11-02-2015,butter,2,6157
4942,23-11-2015,sliced cheese,30,4759
3886,18-11-2015,whole milk,7,6526
4453,23-08-2015,yogurt,6,3374
1056,09-11-2015,meat spreads,30,7650
2700,18-10-2015,specialty cheese,21,9276
1049,05-09-2015,herbs,2,9988
2446,29-07-2015,tropical fruit,27,7934
4864,05-07-2015,margarine,7,9539
1483,25-04-2015,soda,18,8291
4158,26-12-2015,hard cheese,15,6010
2212,28-10-2015,butter milk,29,8537
1142,13-06-2015,brown bread,26,2043
2273,26-10-2015,bottled beer,2,4616
3741,23-01-2015,whipped/sour cream,28,4514
3574,20-06-2015,white wine,16,4291
3902,29-11-2015,whole milk,12,6644
2169,21-10-2015,whole milk,30,4657
3038,11-01-2015,waffles,19,4794
2023,07-02-2015,hard cheese,30,8824
1038,10-04-2015,specialty chocolate,22,7960
3998,23-01-2015,citrus fruit,14,9454
3516,13-12-2015,whipped/sour cream,14,3862
1979,09-09-2015,frozen vegetables,27,7153
3635,13-12-2015,sliced cheese,15,5484
3966,01-06-2015,root vegetables,12,3028
1430,12-11-2015,yogurt,25,8157
2583,26-03-2015,pip fruit,17,7372
2055,07-07-2015,other vegetables,1,2840
1092,03-07-2015,shopping bags,1,3379
4138,10-10-2015,other vegetables,24,1739
1515,28-11-2015,pasta,17,2014
3481,04-10-2015,whole milk,21,9139
2426,02-06-2015,white bread,30,3246
1886,02-12-2015,rolls/buns,27,7306
4861,13-09-2015,pudding powder,6,6139
2946,04-11-2015,hygiene articles,19,9101
2349,17-07-2015,bottled beer,1,3012
2326,13-11-2015,whipped/sour cream,30,1959
2910,19-07-2015,yogurt,6,8452
2103,11-03-2015,dessert,30,3423
3260,02-12-2015,UHT-milk,4,9037
1893,04-04-2015,salty snack,9,5308
3352,08-11-2015,misc. beverages,18,9638
4834,27-04-2015,dessert,26,7896
2476,25-02-2015,pip fruit,16,2101
1013,02-07-2015,whole milk,28,9477
3004,10-02-2015,liquor (appetizer),21,2496
1573,21-01-2015,oil,6,8947
2089,31-10-2015,hard cheese,5,4751
3077,19-01-2015,butter milk,15,8655
3900,07-07-2015,pasta,6,3984
2470,14-05-2015,whole milk,26,7264
4785,04-04-2015,cling film/bags,24,8849
2916,19-04-2015,frozen vegetables,25,8233
3179,21-03-2015,rolls/buns,27,8850
2285,16-12-2015,tropical fruit,17,6215
2617,03-01-2015,pastry,10,8420
1945,24-04-2015,whipped/sour cream,18,3994
4601,15-12-2015,other vegetables,12,9717
4722,13-10-2015,other vegetables,2,2131
4605,13-08-2015,yogurt,16,9551
4971,19-02-2015,fruit/vegetable juice,1,1702
4725,01-09-2015,cat food,15,7699
3872,07-08-2015,brown bread,16,3552
4280,02-05-2015,bottled water,1,1537
4544,21-01-2015,root vegetables,14,9729
4839,03-06-2015,root vegetables,14,2958
2785,04-08-2015,whole milk,26,7744
1594,23-01-2015,yogurt,11,4290
4675,16-01-2015,rolls/buns,1,7120
1321,13-04-2015,soda,21,8519
1535,03-07-2015,flour,24,9734
4437,13-06-2015,root vegetables,23,5627
2249,29-05-2015,bottled water,3,5276
1785,24-07-2015,berries,25,3107
4635,16-10-2015,sugar,24,1765
4125,14-06-2015,other vegetables,3,7531
3568,11-08-2015,meat,19,7004
3575,20-01-2015,bottled water,23,7867
2691,04-11-2015,other vegetables,16,6871
3571,17-06-2015,hygiene articles,28,8234
4648,03-08-2015,bottled water,18,1927
2085,25-03-2015,pip fruit,12,6896
4104,01-01-2015,soda,24,3357
1143,27-01-2015,spread cheese,21,2092
2228,30-05-2015,shopping bags,26,8239
3746,13-07-2015,whole milk,30,9309
3934,27-03-2015,whipped/sour cream,24,4184
1329,29-03-2015,frozen vegetables,29,4156
4689,07-09-2015,domestic eggs,29,2862
3199,24-12-2015,berries,12,3251
4778,26-04-2015,oil,3,9716
1146,11-06-2015,bottled beer,21,7109
4338,11-10-2015,napkins,30,4066
1345,21-07-2015,salt,13,5235
4441,09-11-2015,rolls/buns,18,8944
2540,16-02-2015,soda,3,3319
1997,06-06-2015,bottled water,30,9993
2294,26-07-2015,bottled beer,25,8034
1523,28-03-2015,bottled water,11,5644
3165,18-08-2015,other vegetables,28,6207
4831,12-04-2015,herbs,24,1989
4073,02-11-2015,bottled beer,1,9452
3661,25-07-2015,other vegetables,21,7988
2019,09-10-2015,brown bread,14,3335
1092,16-05-2015,specialty bar,17,7954
4078,14-11-2015,canned beer,26,8856
4753,21-06-2015,long life bakery product,20,8888
1279,10-09-2015,whole milk,25,2741
1012,19-11-2015,rolls/buns,26,2208
2362,23-11-2015,citrus fruit,28,2047
2789,06-02-2015,butter,5,4325
3229,07-08-2015,bottled water,30,3417
1715,03-05-2015,curd,6,2174
4351,16-01-2015,tropical fruit,20,9796
4397,27-06-2015,other vegetables,17,5556
3653,21-10-2015,pip fruit,29,3581
2730,10-11-2015,frozen potato products,21,8828
4321,27-10-2015,chicken,5,7198
1086,17-11-2015,soda,1,2493
1708,28-12-2015,chocolate,3,2441
4293,24-08-2015,other vegetables,25,3062
4524,22-04-2015,soda,16,2457
3783,08-03-2015,hamburger meat,5,6098
1460,24-06-2015,bottled water,10,7050
2960,19-12-2015,other vegetables,23,5208
3442,12-10-2015,butter milk,13,8125
4059,07-05-2015,flour,9,8427
1822,03-03-2015,rolls/buns,16,2558
1584,10-07-2015,onions,4,3518
1624,04-02-2015,napkins,2,6452
4877,06-11-2015,other vegetables,20,3924
1567,11-04-2015,bottled water,13,4727
2018,04-01-2015,canned beer,24,5455
1182,01-09-2015,shopping bags,28,9139
3401,02-08-2015,bottled beer,28,9759
4547,18-01-2015,white bread,19,7918
3547,21-10-2015,other vegetables,23,7561
4831,06-04-2015,yogurt,29,9985
2851,01-01-2015,canned beer,23,3380
3072,28-02-2015,spread cheese,24,9002
1398,15-04-2015,whole milk,6,7165
1779,28-10-2015,rolls/buns,26,4243
1823,27-11-2015,bottled water,6,6553
3360,14-11-2015,whipped/sour cream,22,1651
1565,15-10-2015,other vegetables,4,8499
4321,08-05-2015,white bread,25,8892
1293,05-03-2015,pip fruit,13,5420
3331,25-07-2015,shopping bags,23,9818
2408,19-05-2015,white bread,26,4171
2742,10-10-2015,spread cheese,6,4952
3934,01-05-2015,cling film/bags,24,3153
4742,22-06-2015,hard cheese,26,5418
4405,22-07-2015,chocolate,2,4217
3229,25-03-2015,whipped/sour cream,21,4555
2817,22-12-2015,pastry,6,2929
2741,17-02-2015,frozen dessert,19,4239
3562,30-12-2015,ice cream,11,7660
4442,10-06-2015,fruit/vegetable juice,15,1571
2022,05-02-2015,hard cheese,25,9884
4380,03-11-2015,coffee,24,4922
3687,22-12-2015,misc. beverages,13,3250
2077,07-05-2015,butter,12,1772
3273,15-03-2015,snack products,10,5792
3736,27-11-2015,other vegetables,17,6560
3190,28-03-2015,beverages,29,9149
3295,28-07-2015,hamburger meat,9,6336
3276,30-06-2015,frozen vegetables,3,3537
4405,06-01-2015,whole milk,22,2944
4266,31-07-2015,butter,24,2946
1372,25-06-2015,tropical fruit,29,7283
1242,13-12-2015,sugar,5,7426
4820,01-05-2015,rolls/buns,17,8303
4702,08-11-2015,brown bread,23,7951
3687,16-07-2015,chocolate marshmallow,16,5910
4115,20-03-2015,pastry,13,1654
2236,03-02-2015,whole milk,26,4559
1026,15-03-2015,candy,24,8165
2678,20-03-2015,whole milk,24,6275
1934,04-08-2015,rolls/buns,28,2096
3525,14-02-2015,chicken,27,4093
1354,29-11-2015,newspapers,17,6864
2782,09-04-2015,bottled water,4,9876
4456,16-05-2015,onions,20,8255
4869,03-04-2015,pastry,1,4819
2454,26-08-2015,UHT-milk,1,8051
4222,20-08-2015,beef,24,6810
1358,11-09-2015,whole milk,5,3002
3393,15-02-2015,pip fruit,10,6015
1615,03-12-2015,pastry,11,9460
4734,12-07-2015,tropical fruit,3,9991
4946,04-11-2015,hard cheese,4,7289
2419,22-08-2015,whole milk,12,8830
4989,03-06-2015,root vegetables,27,9083
2961,27-05-2015,newspapers,13,6245
2707,07-03-2015,brown bread,17,4700
2010,06-11-2015,soda,5,5162
1502,16-04-2015,UHT-milk,10,3456
2600,29-04-2015,whole milk,12,7081
3603,30-01-2015,tropical fruit,30,3712
4352,14-04-2015,yogurt,4,5751
1477,16-05-2015,root vegetables,24,3682
4938,24-11-2015,frozen vegetables,28,7849
2745,27-01-2015,root vegetables,21,5586
2738,09-11-2015,red/blush wine,4,2758
4170,19-01-2015,domestic eggs,13,1806
3776,17-05-2015,citrus fruit,10,9582
1062,18-09-2015,whole milk,21,3719
1546,03-01-2015,bottled water,28,7400
2020,19-11-2015,yogurt,11,2338
2366,18-01-2015,pip fruit,28,5437
1107,03-01-2015,rolls/buns,28,4284
1407,29-07-2015,whole milk,17,5811
3718,26-02-2015,brown bread,29,2740
4808,26-07-2015,meat spreads,14,3372
2940,21-05-2015,root vegetables,4,6263
3048,10-12-2015,liquor (appetizer),12,9232
3165,15-06-2015,whole milk,27,4284
4306,28-12-2015,whole milk,2,8962
4302,05-11-2015,rolls/buns,21,4881
4516,29-03-2015,yogurt,5,3404
3582,31-03-2015,whole milk,12,4125
1534,10-07-2015,other vegetables,26,5148
1844,24-07-2015,specialty chocolate,29,3663
1218,05-07-2015,yogurt,14,5627
4482,30-11-2015,rolls/buns,29,4916
2574,11-12-2015,other vegetables,12,7643
2767,27-01-2015,root vegetables,29,8618
2794,29-09-2015,photo/film,13,9864
4228,26-03-2015,pip fruit,1,5647
3062,08-06-2015,bottled water,19,7733
2365,21-06-2015,pip fruit,12,8179
3775,07-07-2015,brown bread,10,6524
2232,06-05-2015,citrus fruit,29,4266
4156,03-08-2015,bottled beer,3,7332
3643,20-09-2015,pastry,26,5736
3470,04-10-2015,bottled beer,26,8144
2602,11-12-2015,newspapers,27,2427
4796,10-06-2015,whole milk,11,1819
3289,09-08-2015,candy,23,4593
4470,31-03-2015,frozen vegetables,13,4556
2502,07-02-2015,whole milk,6,8451
2205,07-03-2015,rolls/buns,1,8926
3201,21-01-2015,sugar,28,8829
2882,25-06-2015,domestic eggs,1,2918
2757,16-12-2015,onions,22,9819
3679,30-08-2015,rolls/buns,3,5801
2380,12-02-2015,pastry,25,2936
1825,06-10-2015,soda,20,5491
2868,18-07-2015,whole milk,15,9654
2709,20-08-2015,rolls/buns,18,9287
4585,16-07-2015,specialty cheese,21,9644
2634,22-04-2015,other vegetables,12,3970
4832,03-12-2015,whole milk,4,8254
2032,28-07-2015,dessert,18,3417
2061,27-12-2015,tropical fruit,10,2151
2210,13-01-2015,whole milk,4,7386
2346,05-08-2015,cat food,11,8836
4315,26-04-2015,butter,10,6232
4166,26-07-2015,pastry,15,6945
3907,25-10-2015,other vegetables,8,9124
2706,22-03-2015,white wine,17,5130
2855,05-08-2015,whole milk,4,5641
2074,10-04-2015,waffles,15,9073
2840,27-05-2015,rolls/buns,7,3003
2247,31-05-2015,fruit/vegetable juice,30,2961
4063,14-07-2015,pastry,5,8304
4780,03-07-2015,whole milk,13,8627
1081,06-03-2015,newspapers,21,7056
4843,02-03-2015,dishes,11,4868
3246,27-08-2015,beef,7,4781
4009,14-07-2015,dish cleaner,8,4268
3697,03-10-2015,UHT-milk,24,5644
4579,29-10-2015,root vegetables,18,5188
3803,06-10-2015,berries,6,9619
4108,21-07-2015,rolls/buns,29,6938
1664,01-04-2015,whole milk,25,5478
4179,06-03-2015,brandy,1,3369
4172,18-02-2015,whole milk,28,7450
2851,17-02-2015,canned beer,17,3374
3385,22-06-2015,yogurt,12,7199
1303,08-09-2015,margarine,7,7060
4487,22-01-2015,tropical fruit,8,2774
2392,23-03-2015,onions,7,4258
4218,03-10-2015,root vegetables,25,7286
2891,02-07-2015,white bread,15,6246
4474,10-12-2015,specialty bar,17,3663
4437,28-07-2015,rolls/buns,1,7721
2648,08-11-2015,margarine,10,8828
1081,03-05-2015,yogurt,18,6410
3071,21-01-2015,photo/film,28,2852
3409,20-05-2015,red/blush wine,26,7534
2768,01-01-2015,pip fruit,4,3904
3424,16-08-2015,rolls/buns,7,4336
4610,19-04-2015,brown bread,27,3438
3090,04-11-2015,other vegetables,29,5625
4585,01-05-2015,tropical fruit,24,3313
4388,20-03-2015,newspapers,20,5752
3751,01-01-2015,citrus fruit,21,6750
2650,11-05-2015,soda,22,5068
4282,23-06-2015,other vegetables,27,6190
3273,26-09-2015,beef,8,3591
2983,11-09-2015,soda,21,2418
2075,20-01-2015,root vegetables,28,9396
2841,20-12-2015,domestic eggs,3,2751
1562,11-05-2015,pork,19,7111
4619,16-06-2015,ice cream,5,9626
3122,31-10-2015,bottled beer,9,9525
1790,29-03-2015,misc. beverages,2,7854
4395,08-06-2015,misc. beverages,15,4608
3074,13-04-2015,margarine,13,3647
3797,20-01-2015,cream,2,4688
4958,11-07-2015,oil,7,3365
3752,08-02-2015,other vegetables,17,5843
1277,01-12-2015,rolls/buns,22,6939
4403,20-09-2015,other vegetables,29,6582
2272,05-09-2015,frozen vegetables,2,8025
3443,18-04-2015,pip fruit,30,7661
4667,19-07-2015,condensed milk,25,3757
2902,06-06-2015,pastry,19,5491
1494,25-06-2015,whole milk,30,2370
2231,08-05-2015,margarine,15,5126
1917,29-07-2015,herbs,12,6139
2144,05-01-2015,other vegetables,28,7850
2656,16-12-2015,bottled beer,30,9176
1881,05-06-2015,domestic eggs,27,2222
4764,27-09-2015,pip fruit,3,6952
2755,17-05-2015,whole milk,1,2148
2361,27-02-2015,frozen vegetables,30,5418
2311,01-11-2015,other vegetables,25,6929
3937,04-05-2015,butter,26,6195
4932,17-07-2015,beverages,22,9245
3304,28-03-2015,soda,17,2256
1133,03-08-2015,domestic eggs,11,4118
2843,14-12-2015,pasta,28,4803
2719,30-05-2015,whole milk,4,8426
2678,04-04-2015,whipped/sour cream,13,7799
2211,29-11-2015,newspapers,14,5393
4682,19-03-2015,root vegetables,24,7312
1696,04-10-2015,mustard,20,6675
2061,12-02-2015,flower (seeds),1,4027
1385,21-06-2015,curd,22,1520
4302,08-03-2015,cream cheese,17,6484
4113,27-04-2015,margarine,24,7793
1122,25-06-2015,frozen vegetables,14,2680
4508,07-10-2015,root vegetables,8,2173
4688,03-08-2015,other vegetables,27,4751
3906,16-06-2015,pasta,12,1983
2847,18-05-2015,chicken,18,9690
3402,29-03-2015,pasta,14,4685
2039,22-09-2015,sparkling wine,8,2208
4228,04-04-2015,shopping bags,14,9185
3622,29-08-2015,spread cheese,9,3808
2643,08-11-2015,dessert,28,5935
3406,13-09-2015,pork,14,7853
4537,22-01-2015,rolls/buns,20,2246
1326,07-02-2015,frozen vegetables,14,6542
3490,09-07-2015,beverages,28,5409
1277,02-03-2015,shopping bags,19,8251
1599,13-10-2015,soda,3,8144
2013,07-02-2015,other vegetables,26,4203
2613,24-05-2015,rolls/buns,13,5801
1705,12-10-2015,soda,9,8444
4571,03-03-2015,newspapers,30,9148
3432,25-02-2015,beverages,29,9509
3641,27-12-2015,frozen meals,1,2826
4232,14-11-2015,liquor,25,4073
3614,28-04-2015,pastry,18,8371
1120,14-07-2015,brown bread,5,7027
4345,28-01-2015,pip fruit,25,4187
3663,04-01-2015,bottled beer,26,3453
2147,12-11-2015,waffles,18,5740
4718,04-09-2015,salty snack,4,5038
